loan_id,customer_id,application_date,loan_amount,interest_rate,term_months,product_type,default_flag
L000727,C000187,2022-11-21,11473.86,6.31,12,PERSONAL_LOAN,false
L000728,C000136,2018-07-14,15487.45,5.94,24,PERSONAL_LOAN,false
L000729,C000048,2024-06-26,6978.81,4.52,12,PERSONAL_LOAN,false
L000730,C000244,2022-10-16,11809.04,7.27,72,BIKE_LOAN,false
L000731,C000154,2022-11-09,30865.18,4.38,48,BIKE_LOAN,false
L000732,C000264,2023-01-31,31205.53,5.79,12,PERSONAL_LOAN,false
L000733,C000442,2020-02-04,27227.42,3.78,72,BIKE_LOAN,false
L000734,C000327,2023-12-23,36975.21,7.62,48,PERSONAL_LOAN,false
L000735,C000031,2023-11-10,11427.22,5.27,24,CAR_LOAN,false
L000736,C000392,2021-05-14,38453.12,4.96,12,PERSONAL_LOAN,false
L000737,C000212,2020-12-29,37595.85,6.38,36,PERSONAL_LOAN,false
L000738,C000208,2020-09-03,7769.46,3.65,24,BIKE_LOAN,false
L000739,C000287,2022-11-22,20724.8,7.93,24,CAR_LOAN,false
L000740,C000015,2020-11-24,36166.13,4.17,60,CAR_LOAN,false
L000741,C000022,2023-06-14,35853.82,2.83,12,BIKE_LOAN,false
L000742,C000444,2018-09-18,40824.15,4.94,36,PERSONAL_LOAN,false
L000743,C000047,2022-06-14,42612.81,6.85,24,CAR_LOAN,false
L000744,C000377,2023-08-12,42183.29,5.63,60,PERSONAL_LOAN,false
L000745,C000453,2019-01-05,12999.23,3.23,36,BIKE_LOAN,false
L000746,C000378,2022-05-17,36845.35,6.96,48,CAR_LOAN,false
L000747,C000090,2020-05-26,43736.79,5.14,36,PERSONAL_LOAN,false
L000748,C000274,2022-03-15,32383.94,3.18,60,BIKE_LOAN,false
L000749,C000127,2021-02-11,39936.21,8.12,36,BIKE_LOAN,false
L000750,C000421,2021-06-16,3885.12,8.3,60,CAR_LOAN,false
L000751,C000340,2018-08-12,32008.66,7.23,24,BIKE_LOAN,false
L000752,C000159,2022-01-26,40932.6,6.61,60,CAR_LOAN,false
L000753,C000199,2018-02-02,41211.14,4.86,36,BIKE_LOAN,false
L000754,C000422,2020-08-22,15491.76,7.66,24,BIKE_LOAN,false
L000755,C000451,2022-07-23,36151.33,4.14,12,BIKE_LOAN,false
L000756,C000212,2021-09-24,33130.21,7.76,12,CAR_LOAN,false
L000757,C000260,2018-09-29,17777.97,6.11,60,PERSONAL_LOAN,false
L000758,C000356,2018-04-23,35002.97,6.35,24,PERSONAL_LOAN,false
L000759,C000329,2019-07-12,3129.18,3.7,36,BIKE_LOAN,false
L000760,C000057,2019-10-09,13483.35,6.78,72,CAR_LOAN,false
L000761,C000352,2022-08-08,36290.98,4.42,48,PERSONAL_LOAN,false
L000762,C000089,2024-08-26,37724.28,7.3,24,CAR_LOAN,false
L000763,C000094,2022-05-31,39808.38,8.17,60,CAR_LOAN,true
L000764,C000012,2024-04-06,30178.48,6.26,12,BIKE_LOAN,false
L000765,C000360,2019-11-23,5090.88,6.21,60,BIKE_LOAN,false
L000766,C000491,2022-02-16,10145.16,5.9,12,PERSONAL_LOAN,false
L000767,C000396,2023-02-02,37744.81,5.46,24,PERSONAL_LOAN,false
L000768,C000485,2020-12-26,15094.4,5.47,24,BIKE_LOAN,false
L000769,C000308,2020-06-01,44798.71,4.2,72,CAR_LOAN,false
L000770,C000210,2019-08-21,4208.47,8.36,24,PERSONAL_LOAN,false
L000771,C000128,2022-02-23,27481.93,6.38,12,CAR_LOAN,false
L000772,C000447,2021-08-17,43924.77,4.89,24,PERSONAL_LOAN,false
L000773,C000217,2024-09-12,13761.47,3.07,12,CAR_LOAN,false
L000774,C000121,2023-04-13,41145.51,8.48,72,PERSONAL_LOAN,false
L000775,C000415,2018-07-06,3225.16,5.53,48,BIKE_LOAN,false
L000776,C000344,2022-02-28,8554.01,7.85,12,PERSONAL_LOAN,false
L000777,C000087,2023-08-26,23699.27,4.54,48,CAR_LOAN,false
L000778,C000364,2023-12-13,21183.05,4.06,36,CAR_LOAN,false
L000779,C000256,2021-02-24,34408.58,8.06,36,BIKE_LOAN,false
L000780,C000390,2020-12-16,24712.85,5.11,24,BIKE_LOAN,false
L000781,C000252,2019-09-12,26338.34,8.04,72,BIKE_LOAN,false
L000782,C000077,2018-08-12,12654.14,2.72,36,CAR_LOAN,false
L000783,C000224,2019-04-21,44798.47,8.06,12,BIKE_LOAN,false
L000784,C000364,2024-04-16,23378.38,5.46,72,CAR_LOAN,false
L000785,C000048,2020-04-14,39463.27,3.58,24,PERSONAL_LOAN,false
L000786,C000140,2024-04-26,40417.57,6.01,60,CAR_LOAN,false
L000787,C000293,2020-01-10,20489.6,2.96,48,PERSONAL_LOAN,false
L000788,C000169,2018-04-17,14939.81,8.39,12,BIKE_LOAN,false
L000789,C000476,2019-03-11,38153.04,3.42,12,BIKE_LOAN,false
L000790,C000338,2023-05-20,22070.33,8.23,60,PERSONAL_LOAN,true
L000791,C000497,2018-06-29,30559.26,8.21,36,PERSONAL_LOAN,false
L000792,C000465,2024-05-20,8431.45,7.68,72,BIKE_LOAN,false
L000793,C000029,2018-10-17,25980.56,6.11,12,BIKE_LOAN,false
L000794,C000123,2022-06-22,6745.91,7.61,24,BIKE_LOAN,false
L000795,C000146,2019-09-24,8065.28,5.45,48,PERSONAL_LOAN,false
L000796,C000159,2024-10-07,8514.04,6.49,36,PERSONAL_LOAN,false
L000797,C000229,2022-05-09,23010.47,5.88,48,CAR_LOAN,false
L000798,C000416,2022-02-17,28782.45,5.1,48,CAR_LOAN,true
L000799,C000175,2023-03-14,31410.48,6.39,72,CAR_LOAN,false
L000800,C000270,2023-11-20,6526.74,5.31,12,BIKE_LOAN,false
L000801,C000066,2021-05-15,38344.59,5.64,36,PERSONAL_LOAN,true
L000802,C000040,2018-07-04,24563.41,5.56,48,CAR_LOAN,false
L000803,C000369,2024-05-17,37138.64,4.63,60,CAR_LOAN,false
L000804,C000009,2019-04-12,34101.68,5.28,24,BIKE_LOAN,true
L000805,C000214,2021-05-04,16185.75,6.84,72,BIKE_LOAN,false
L000806,C000136,2021-10-30,43602.22,7.73,24,CAR_LOAN,false
L000807,C000383,2024-10-10,13891.34,6.54,48,PERSONAL_LOAN,true
L000808,C000203,2019-04-23,3558.79,6.43,48,PERSONAL_LOAN,false
L000809,C000337,2024-10-01,33488.28,4.32,60,BIKE_LOAN,false
L000810,C000494,2022-06-06,36794.91,3.03,24,CAR_LOAN,false
L000811,C000418,2018-03-07,32233.36,3.63,12,CAR_LOAN,false
L000812,C000075,2020-09-17,21303.12,6.26,60,CAR_LOAN,false
L000813,C000395,2023-03-14,9222.96,5.03,12,CAR_LOAN,false
L000814,C000379,2022-12-29,43482.41,5.33,48,PERSONAL_LOAN,false
L000815,C000151,2024-05-21,37836.93,4.85,36,CAR_LOAN,false
L000816,C000434,2022-11-04,44138.45,7.59,72,PERSONAL_LOAN,false
L000817,C000284,2021-04-06,4554.72,4.9,60,PERSONAL_LOAN,false
L000818,C000479,2023-06-22,12740.04,2.86,12,BIKE_LOAN,false
L000819,C000284,2018-09-18,14249.65,6.39,48,CAR_LOAN,false
L000820,C000481,2021-11-21,21829.67,5.12,24,BIKE_LOAN,false
L000821,C000241,2021-11-09,21400.65,5.55,60,PERSONAL_LOAN,false
L000822,C000309,2023-04-03,8508.66,4.26,72,BIKE_LOAN,false
L000823,C000427,2022-01-15,36430.85,7.3,24,PERSONAL_LOAN,false
L000824,C000354,2018-12-20,31016.37,3.27,24,CAR_LOAN,false
L000825,C000052,2022-08-31,42608.3,5.46,24,CAR_LOAN,false
L000826,C000010,2022-01-09,39998.06,4.64,24,CAR_LOAN,false
L000827,C000458,2023-08-25,4342.74,2.88,48,CAR_LOAN,false
L000828,C000062,2024-04-20,12412.02,4.05,36,BIKE_LOAN,false
L000829,C000395,2024-03-31,14234.63,3.41,72,PERSONAL_LOAN,false
L000830,C000054,2018-07-26,41918.55,5.13,48,CAR_LOAN,false
L000831,C000401,2024-11-05,28605.55,7.65,12,PERSONAL_LOAN,true
L000832,C000054,2019-11-16,29456.9,7.73,36,CAR_LOAN,false
L000833,C000363,2022-12-14,35002.52,5.49,12,CAR_LOAN,false
L000834,C000172,2019-07-19,8165.31,3.71,48,CAR_LOAN,false
L000835,C000415,2023-04-25,17335.44,5.53,12,BIKE_LOAN,false
L000836,C000387,2022-08-27,18147.02,6.49,24,PERSONAL_LOAN,false
L000837,C000117,2019-07-20,36674.28,4.98,48,BIKE_LOAN,false
L000838,C000265,2022-01-21,42637.09,5.16,12,PERSONAL_LOAN,false
L000839,C000484,2018-10-13,6560.69,4.39,24,BIKE_LOAN,false
L000840,C000389,2018-06-01,30727.4,6.35,60,CAR_LOAN,false
L000841,C000366,2023-10-31,43851.77,5.02,72,PERSONAL_LOAN,false
L000842,C000156,2021-07-08,41187.7,2.55,36,PERSONAL_LOAN,false
L000843,C000076,2022-07-13,21739.94,3.73,60,PERSONAL_LOAN,false
L000844,C000334,2022-12-17,32293.78,7.83,72,BIKE_LOAN,false
L000845,C000452,2021-05-20,6539.8,5.72,48,PERSONAL_LOAN,false
L000846,C000451,2019-06-01,24859.73,5.74,24,CAR_LOAN,false
L000847,C000160,2023-11-06,17309.77,6.31,12,CAR_LOAN,false
L000848,C000277,2024-08-23,13864.99,7.49,36,PERSONAL_LOAN,false
L000849,C000259,2019-03-29,33743.42,7.55,36,PERSONAL_LOAN,false
L000850,C000064,2018-07-15,34775.52,8.15,48,BIKE_LOAN,false
L000851,C000003,2023-01-31,17237.17,3.92,72,PERSONAL_LOAN,false
L000852,C000458,2023-12-25,38468.82,3.9,36,BIKE_LOAN,false
L000853,C000418,2024-06-04,31242.22,6.79,60,PERSONAL_LOAN,false
L000854,C000168,2023-10-17,27459.5,7.44,36,BIKE_LOAN,false
L000855,C000365,2022-10-10,37794.38,2.99,12,BIKE_LOAN,false
L000856,C000244,2020-05-29,21738.89,4.72,60,BIKE_LOAN,false
L000857,C000266,2022-06-06,39624.62,6.01,72,BIKE_LOAN,false
L000858,C000353,2023-06-29,33732.11,5.0,24,CAR_LOAN,false
L000859,C000249,2023-02-18,8434.18,6.73,60,CAR_LOAN,false
L000860,C000234,2023-04-23,4369.51,3.44,60,BIKE_LOAN,false
L000861,C000061,2024-09-30,38797.35,3.16,36,PERSONAL_LOAN,false
L000862,C000268,2019-09-20,7945.17,4.33,36,BIKE_LOAN,false
L000863,C000015,2019-08-09,8969.87,6.04,12,BIKE_LOAN,false
L000864,C000111,2020-01-20,37403.25,5.43,12,PERSONAL_LOAN,false
L000865,C000446,2018-07-03,20538.16,5.94,60,BIKE_LOAN,false
L000866,C000401,2022-03-26,22959.56,6.82,60,CAR_LOAN,false
L000867,C000259,2023-03-03,34990.51,6.5,24,PERSONAL_LOAN,false
L000868,C000410,2024-12-29,20204.39,3.9,48,BIKE_LOAN,false
L000869,C000491,2022-12-20,33908.34,6.38,24,PERSONAL_LOAN,true
L000870,C000323,2021-06-19,26563.86,3.24,60,CAR_LOAN,false
L000871,C000317,2024-01-29,27227.93,2.82,60,PERSONAL_LOAN,false
L000872,C000244,2023-08-21,40668.3,3.22,60,CAR_LOAN,false
L000873,C000141,2020-04-22,13302.04,6.73,60,BIKE_LOAN,false
L000874,C000274,2024-10-21,16458.11,6.03,48,CAR_LOAN,false
L000875,C000093,2022-08-27,4010.39,5.67,48,BIKE_LOAN,false
L000876,C000051,2024-01-29,10062.55,3.36,36,CAR_LOAN,false
L000877,C000488,2022-07-27,31501.56,2.85,36,CAR_LOAN,true
L000878,C000030,2021-05-05,19377.47,4.42,48,BIKE_LOAN,false
L000879,C000483,2019-05-11,5178.88,3.94,60,PERSONAL_LOAN,false
L000880,C000261,2023-08-29,19172.04,3.19,12,BIKE_LOAN,false
L000881,C000209,2018-09-26,23335.2,4.94,24,CAR_LOAN,false
L000882,C000494,2024-07-28,31354.09,3.98,60,PERSONAL_LOAN,false
L000883,C000156,2024-05-16,20083.33,3.0,72,PERSONAL_LOAN,false
L000884,C000496,2019-08-07,18678.82,8.41,24,PERSONAL_LOAN,false
L000885,C000493,2024-03-23,21973.16,2.51,48,PERSONAL_LOAN,false
L000886,C000498,2019-11-17,3022.8,8.1,48,BIKE_LOAN,false
L000887,C000430,2022-04-07,44968.16,7.55,24,PERSONAL_LOAN,false
L000888,C000145,2018-07-06,9779.48,5.7,12,BIKE_LOAN,false
L000889,C000358,2019-05-19,37880.92,6.85,36,BIKE_LOAN,false
L000890,C000259,2021-07-27,40125.13,8.17,72,BIKE_LOAN,false
L000891,C000363,2023-01-29,14466.55,6.47,36,BIKE_LOAN,false
L000892,C000492,2024-09-21,16795.2,7.98,24,PERSONAL_LOAN,false
L000893,C000312,2023-05-06,3179.73,2.56,24,BIKE_LOAN,false
L000894,C000357,2023-06-26,35023.54,5.73,72,PERSONAL_LOAN,false
L000895,C000016,2022-12-29,31234.33,4.62,48,PERSONAL_LOAN,false
L000896,C000091,2018-02-04,8240.08,4.72,24,BIKE_LOAN,true
L000897,C000381,2018-03-23,34853.68,6.58,72,BIKE_LOAN,false
L000898,C000418,2024-11-17,29259.94,7.35,24,CAR_LOAN,false
L000899,C000496,2022-01-26,4545.43,5.46,72,PERSONAL_LOAN,false
L000900,C000004,2020-03-14,44339.07,6.33,12,BIKE_LOAN,false
L000901,C000253,2019-11-30,26174.98,6.46,60,PERSONAL_LOAN,false
L000902,C000290,2019-12-20,5745.15,3.27,12,CAR_LOAN,false
L000903,C000292,2020-07-22,40002.13,6.87,36,CAR_LOAN,false
L000904,C000012,2023-12-23,28807.18,6.58,48,CAR_LOAN,false
L000905,C000329,2018-08-01,38862.11,4.44,48,BIKE_LOAN,false
L000906,C000266,2023-03-27,23814.14,5.6,12,PERSONAL_LOAN,false
L000907,C000143,2022-09-17,25361.23,4.4,48,CAR_LOAN,false
L000908,C000451,2024-05-31,36922.26,8.44,24,PERSONAL_LOAN,false
L000909,C000039,2020-10-20,11268.83,4.48,12,PERSONAL_LOAN,false
L000910,C000015,2023-05-20,21141.86,2.64,72,BIKE_LOAN,false
L000911,C000127,2019-03-18,22890.21,8.25,12,BIKE_LOAN,false
L000912,C000122,2018-10-26,35581.48,6.22,12,PERSONAL_LOAN,false
L000913,C000064,2018-12-17,43930.07,8.0,48,BIKE_LOAN,false
L000914,C000356,2018-09-24,35871.14,2.87,48,CAR_LOAN,false
L000915,C000321,2022-11-04,5763.19,6.57,60,CAR_LOAN,false
L000916,C000196,2022-07-04,7024.87,7.01,24,PERSONAL_LOAN,false
L000917,C000320,2018-02-13,22043.27,5.29,48,PERSONAL_LOAN,false
L000918,C000174,2018-04-17,22071.22,4.47,24,CAR_LOAN,false
L000919,C000305,2018-10-04,27901.23,7.54,60,CAR_LOAN,false
L000920,C000132,2021-12-26,20682.29,6.85,48,CAR_LOAN,false
L000921,C000409,2018-06-30,5540.63,4.37,48,PERSONAL_LOAN,false
L000922,C000387,2022-01-05,16069.91,7.81,24,CAR_LOAN,false
L000923,C000309,2021-11-05,15224.69,8.32,60,PERSONAL_LOAN,false
L000924,C000075,2018-08-23,12970.27,7.42,60,CAR_LOAN,false
L000925,C000101,2020-03-31,29903.3,3.71,12,BIKE_LOAN,false
L000926,C000244,2023-03-30,28190.02,4.49,60,PERSONAL_LOAN,false
L000927,C000316,2021-05-12,20585.2,3.47,48,CAR_LOAN,false
L000928,C000472,2018-01-16,29828.22,6.66,48,PERSONAL_LOAN,false
L000929,C000247,2021-09-19,36905.39,4.76,48,CAR_LOAN,false
L000930,C000004,2022-01-26,3415.47,4.65,60,CAR_LOAN,false
L000931,C000226,2020-03-07,29516.05,7.98,36,CAR_LOAN,false
L000932,C000102,2020-03-21,14932.24,3.81,36,PERSONAL_LOAN,false
L000933,C000434,2024-03-21,13330.5,3.68,24,BIKE_LOAN,false
L000934,C000011,2019-07-17,18914.76,7.22,12,BIKE_LOAN,false
L000935,C000157,2023-02-12,13086.3,7.36,72,CAR_LOAN,false
L000936,C000410,2024-12-27,40029.88,7.77,12,CAR_LOAN,false
L000937,C000474,2019-06-20,36385.72,3.65,48,PERSONAL_LOAN,false
L000938,C000307,2022-10-26,44033.22,3.97,12,PERSONAL_LOAN,false
L000939,C000438,2024-01-03,15355.68,3.39,24,CAR_LOAN,false
L000940,C000144,2019-06-02,38763.11,8.31,48,CAR_LOAN,false
L000941,C000402,2023-04-12,36221.88,6.19,24,PERSONAL_LOAN,false
L000942,C000452,2023-09-17,18719.18,5.61,24,BIKE_LOAN,false
L000943,C000270,2023-06-03,33057.29,5.47,36,PERSONAL_LOAN,false
L000944,C000472,2024-07-19,30288.96,3.74,24,BIKE_LOAN,false
L000945,C000203,2020-06-14,15851.96,7.83,60,CAR_LOAN,false
L000946,C000192,2020-11-08,26123.18,3.31,12,BIKE_LOAN,false
L000947,C000181,2020-07-31,27526.41,5.29,60,BIKE_LOAN,false
L000948,C000240,2022-11-07,20176.02,7.33,36,BIKE_LOAN,false
L000949,C000092,2022-12-15,12819.2,6.37,36,CAR_LOAN,false
L000950,C000257,2023-10-02,25959.38,2.97,36,CAR_LOAN,false
L000951,C000037,2022-01-15,4607.82,3.7,24,PERSONAL_LOAN,false
L000952,C000155,2021-01-29,11006.98,6.12,24,PERSONAL_LOAN,false
L000953,C000468,2020-12-05,3358.42,4.3,36,BIKE_LOAN,false
L000954,C000421,2024-07-03,34827.86,2.57,72,PERSONAL_LOAN,false
L000955,C000488,2019-09-04,39349.58,3.87,72,PERSONAL_LOAN,false
L000956,C000120,2023-10-14,27654.15,5.82,48,PERSONAL_LOAN,false
L000957,C000175,2018-12-18,16149.14,3.63,72,BIKE_LOAN,false
L000958,C000231,2024-04-06,4264.37,3.33,24,BIKE_LOAN,false
L000959,C000005,2023-08-10,37036.86,7.51,36,CAR_LOAN,false
L000960,C000352,2022-07-11,35039.35,6.64,36,BIKE_LOAN,false
L000961,C000291,2018-05-12,41730.06,3.42,36,PERSONAL_LOAN,false
L000962,C000309,2024-10-25,27102.91,4.85,48,CAR_LOAN,false
L000963,C000033,2023-12-30,19230.22,5.35,36,PERSONAL_LOAN,false
L000964,C000328,2021-06-01,6916.14,3.13,60,CAR_LOAN,true
L000965,C000353,2024-10-07,23521.76,3.62,12,BIKE_LOAN,false
L000966,C000120,2021-04-07,30701.94,2.92,12,BIKE_LOAN,false
L000967,C000088,2021-08-31,39107.71,4.97,24,CAR_LOAN,false
L000968,C000215,2023-05-13,34212.0,4.83,24,CAR_LOAN,false
L000969,C000159,2022-11-06,37351.64,6.49,24,PERSONAL_LOAN,false
L000970,C000159,2024-08-03,11524.86,6.8,48,BIKE_LOAN,false
L000971,C000074,2022-12-31,5686.74,4.9,24,PERSONAL_LOAN,false
L000972,C000292,2023-07-04,22328.59,5.96,72,CAR_LOAN,false
L000973,C000452,2023-02-13,17564.84,7.56,36,BIKE_LOAN,false
L000974,C000415,2019-12-19,20432.22,3.58,60,PERSONAL_LOAN,false
L000975,C000197,2020-01-22,32337.93,3.07,72,CAR_LOAN,false
L000976,C000446,2019-10-09,14498.6,6.27,36,PERSONAL_LOAN,false
L000977,C000358,2020-06-08,41166.93,4.97,60,CAR_LOAN,false
L000978,C000040,2019-03-07,24184.58,7.18,48,BIKE_LOAN,false
L000979,C000107,2023-09-04,4874.68,2.66,72,PERSONAL_LOAN,false
L000980,C000237,2022-04-11,17433.62,4.9,24,BIKE_LOAN,true
L000981,C000129,2019-04-15,32782.18,3.32,72,PERSONAL_LOAN,false
L000982,C000237,2018-10-07,6467.04,6.44,72,BIKE_LOAN,false
L000983,C000421,2021-02-17,38345.63,3.52,12,PERSONAL_LOAN,false
L000984,C000151,2019-05-24,25455.46,4.85,12,PERSONAL_LOAN,false
L000985,C000347,2021-01-24,9446.85,4.65,24,PERSONAL_LOAN,true
L000986,C000346,2023-12-21,12078.99,6.68,72,PERSONAL_LOAN,false
L000987,C000367,2019-02-26,19405.97,4.35,12,PERSONAL_LOAN,true
L000988,C000396,2022-03-26,35218.8,8.07,36,CAR_LOAN,false
L000989,C000009,2022-09-24,4173.66,2.59,24,PERSONAL_LOAN,false
L000990,C000113,2019-01-31,36470.81,7.48,24,PERSONAL_LOAN,false
L000991,C000213,2023-10-01,7522.72,4.46,60,PERSONAL_LOAN,false
L000992,C000107,2024-01-28,19592.68,5.07,24,CAR_LOAN,false
L000993,C000166,2019-12-13,3629.77,6.42,12,BIKE_LOAN,false
L000994,C000113,2018-09-28,30634.39,4.17,60,BIKE_LOAN,true
L000995,C000454,2020-06-14,20266.07,7.11,48,CAR_LOAN,false
L000996,C000406,2024-05-20,10201.28,8.25,60,BIKE_LOAN,false
L000997,C000357,2022-05-11,31471.82,8.33,72,CAR_LOAN,false
L000998,C000326,2021-07-26,44076.9,6.5,12,BIKE_LOAN,true
L000999,C000467,2024-07-24,21854.29,5.57,72,CAR_LOAN,false
L001000,C000361,2018-02-24,12769.45,6.2,12,BIKE_LOAN,false
L001001,C000220,2020-09-24,29030.18,2.86,36,BIKE_LOAN,false
L001002,C000078,2022-03-20,11584.18,2.73,72,PERSONAL_LOAN,false
L001003,C000228,2021-09-08,8639.21,4.41,12,PERSONAL_LOAN,false
L001004,C000213,2021-03-27,34523.14,3.87,72,BIKE_LOAN,false
L001005,C000106,2024-01-19,5271.11,8.01,24,PERSONAL_LOAN,false
L001006,C000114,2024-10-26,39653.64,5.63,24,BIKE_LOAN,false
L001007,C000034,2023-07-07,5939.37,3.65,72,CAR_LOAN,false
L001008,C000065,2019-01-11,10294.38,5.79,24,CAR_LOAN,false
L001009,C000219,2023-03-29,16081.44,6.83,24,BIKE_LOAN,false
L001010,C000128,2021-05-26,14984.82,5.19,72,CAR_LOAN,false
L001011,C000401,2023-05-25,6360.67,8.34,48,BIKE_LOAN,false
L001012,C000226,2022-09-28,24222.29,6.91,24,BIKE_LOAN,true
L001013,C000196,2022-10-17,38869.77,7.05,36,PERSONAL_LOAN,false
L001014,C000284,2019-12-21,13806.25,5.28,48,BIKE_LOAN,false
L001015,C000311,2023-05-24,6021.47,3.32,48,CAR_LOAN,false
L001016,C000098,2018-01-18,3539.04,5.5,72,BIKE_LOAN,false
L001017,C000474,2022-08-31,42491.97,8.32,36,BIKE_LOAN,false
L001018,C000329,2024-08-06,5991.84,7.81,12,BIKE_LOAN,false
L001019,C000084,2020-03-06,35043.94,8.24,72,BIKE_LOAN,false
L001020,C000251,2022-02-17,32251.13,6.41,48,PERSONAL_LOAN,false
L001021,C000245,2018-05-22,41701.68,4.67,72,PERSONAL_LOAN,true
L001022,C000341,2019-08-29,13975.89,5.23,72,CAR_LOAN,false
L001023,C000309,2024-06-26,42974.69,7.55,12,CAR_LOAN,false
L001024,C000330,2022-04-24,19702.01,6.02,12,PERSONAL_LOAN,false
L001025,C000449,2022-09-29,9964.59,5.06,72,BIKE_LOAN,false
L001026,C000273,2022-04-17,27615.35,6.9,72,CAR_LOAN,false
L001027,C000294,2021-11-11,37197.58,4.11,24,PERSONAL_LOAN,false
L001028,C000158,2018-01-27,44455.07,7.4,12,CAR_LOAN,false
L001029,C000357,2022-09-08,25048.4,6.43,72,BIKE_LOAN,false
L001030,C000192,2020-02-03,32569.98,3.69,24,PERSONAL_LOAN,false
L001031,C000231,2024-05-11,37203.56,3.61,12,PERSONAL_LOAN,false
L001032,C000389,2020-02-25,13892.78,7.91,48,BIKE_LOAN,false
L001033,C000320,2019-03-24,39471.2,3.5,36,CAR_LOAN,false
L001034,C000142,2018-09-21,17370.38,6.01,48,BIKE_LOAN,false
L001035,C000052,2018-02-08,5564.37,7.01,12,PERSONAL_LOAN,false
L001036,C000022,2019-02-01,11864.87,7.25,48,PERSONAL_LOAN,false
L001037,C000493,2020-12-24,42149.39,5.34,36,PERSONAL_LOAN,false
L001038,C000190,2021-11-06,44976.7,7.4,36,PERSONAL_LOAN,false
L001039,C000313,2018-08-23,43962.81,7.74,12,CAR_LOAN,false
L001040,C000358,2022-07-04,33459.25,7.83,24,CAR_LOAN,false
L001041,C000445,2023-12-14,14737.64,6.7,24,BIKE_LOAN,false
L001042,C000352,2023-05-01,24626.39,6.46,12,PERSONAL_LOAN,false
L001043,C000417,2021-08-12,3698.47,4.66,12,PERSONAL_LOAN,false
L001044,C000228,2020-08-14,28484.05,4.9,60,CAR_LOAN,false
L001045,C000481,2023-05-05,44448.6,7.64,12,PERSONAL_LOAN,false
L001046,C000311,2020-03-10,32901.56,7.72,60,PERSONAL_LOAN,false
L001047,C000066,2023-08-02,36466.47,4.31,72,PERSONAL_LOAN,false
L001048,C000240,2019-11-20,40649.16,8.23,48,PERSONAL_LOAN,false
L001049,C000125,2020-05-16,10158.19,8.17,72,CAR_LOAN,false
L001050,C000367,2018-04-30,9729.88,8.07,48,BIKE_LOAN,false
L001051,C000132,2023-05-05,42963.16,6.52,72,CAR_LOAN,false
L001052,C000325,2023-07-09,6798.55,6.65,24,PERSONAL_LOAN,false
L001053,C000308,2018-09-22,30047.43,4.76,72,PERSONAL_LOAN,false
L001054,C000196,2024-04-20,43582.42,5.12,24,CAR_LOAN,false
L001055,C000149,2018-12-26,7678.07,4.54,60,CAR_LOAN,false
L001056,C000060,2024-06-04,18444.96,7.62,48,PERSONAL_LOAN,false
L001057,C000160,2018-09-11,27782.51,3.64,48,BIKE_LOAN,false
L001058,C000187,2019-06-02,24829.56,6.11,24,CAR_LOAN,false
L001059,C000276,2023-03-02,16268.9,7.4,36,CAR_LOAN,false
L001060,C000234,2019-08-27,28261.55,3.38,72,PERSONAL_LOAN,true
L001061,C000164,2021-06-19,24099.88,6.63,36,PERSONAL_LOAN,false
L001062,C000324,2020-06-02,23791.07,6.72,48,CAR_LOAN,false
L001063,C000171,2019-09-18,37771.16,3.76,72,CAR_LOAN,false
L001064,C000027,2020-01-04,38984.71,6.86,36,PERSONAL_LOAN,false
L001065,C000082,2018-03-30,26013.6,4.52,72,BIKE_LOAN,false
L001066,C000388,2022-05-23,19424.65,5.67,36,BIKE_LOAN,false
L001067,C000100,2024-02-23,19538.44,3.29,60,CAR_LOAN,false
L001068,C000364,2021-05-30,22216.37,3.48,24,BIKE_LOAN,false
L001069,C000150,2019-08-17,11810.19,7.33,24,PERSONAL_LOAN,false
L001070,C000186,2024-06-15,7281.81,7.21,24,BIKE_LOAN,false
L001071,C000219,2019-11-21,41891.38,3.08,48,CAR_LOAN,false
L001072,C000061,2023-10-13,30304.11,6.06,24,PERSONAL_LOAN,false
L001073,C000126,2018-05-20,7989.71,4.88,36,PERSONAL_LOAN,false
L001074,C000089,2022-03-18,35585.69,8.45,72,PERSONAL_LOAN,false
L001075,C000238,2022-04-15,14559.07,6.42,36,CAR_LOAN,false
L001076,C000043,2019-05-15,23547.17,6.51,60,CAR_LOAN,true
L001077,C000294,2024-06-03,23138.93,6.66,12,PERSONAL_LOAN,false
L001078,C000248,2022-11-12,15531.26,3.25,36,CAR_LOAN,false
L001079,C000442,2024-01-11,10765.37,7.38,12,BIKE_LOAN,false
L001080,C000275,2023-12-12,23519.66,5.61,60,PERSONAL_LOAN,false
L001081,C000405,2019-05-24,34647.35,3.74,72,CAR_LOAN,false
L001082,C000307,2020-01-08,3223.61,5.18,36,CAR_LOAN,true
L001083,C000295,2020-04-24,30410.9,3.03,36,CAR_LOAN,false
L001084,C000064,2023-09-05,15540.27,8.3,24,BIKE_LOAN,false
L001085,C000337,2018-01-01,13430.16,2.78,60,BIKE_LOAN,false
L001086,C000228,2019-07-27,27237.0,6.67,60,BIKE_LOAN,false
L001087,C000262,2020-05-09,31893.07,6.48,12,CAR_LOAN,true
L001088,C000073,2021-05-12,38955.58,3.79,24,PERSONAL_LOAN,false
L001089,C000303,2022-01-10,14650.62,6.87,48,CAR_LOAN,false
